time,x,y,z
11.00377192,-0.5269703704,0.005870019794,0.3542325103
11.01373692,-0.6123087287,-0.1586928481,0.5310524578
11.02370292,-0.5793380338,-0.278113457,0.605142235
11.03366792,-0.5604524043,-0.3040078515,0.5915398572
11.04363392,-0.4865851137,-0.2452216995,0.4360524528
11.05359892,-0.4098637971,-0.2059933144,0.2209855753
11.06356492,-0.3016207257,-0.09727837265,0.07680127725
11.07352992,-0.1345473558,0.03987099409,-0.06077552095
11.08349592,-0.01291620702,0.1479865962,-0.1708994955
11.09346092,-0.006835687459,0.09941143692,-0.2633575697
11.10342692,0.01818279415,-0.05195835829,-0.3979439557
11.11339192,0.003711520135,-0.1494367057,-0.5411101073
11.12335792,0.1012395689,-0.1219501144,-0.6661668473
11.13332292,0.1988114718,-0.04889558673,-0.7599750437
11.14328892,0.1693149,-0.005143210888,-0.7860778914
11.15325392,0.1007489875,0.09036462486,-0.7113256247
11.16321992,0.1628382316,0.1947625673,-0.4893792057
11.17318492,0.3245219305,0.2602198076,-0.2043672037
11.18315092,0.4264163876,0.2122796559,0.03703670248
11.19311592,0.3666908804,0.1652715504,0.2339779423
11.20308192,0.1175462839,0.1198603195,0.3658414261
11.21304692,-0.08613942683,0.09506344736,0.4243108052
11.22301292,-0.162050904,0.05228229403,0.4054161125
11.23297396,-0.1763458845,0.02082310438,0.3170750628
11.24293996,-0.1576447347,0.06490409374,0.1582781343
11.25290496,-0.07524518698,0.09989207804,-0.01449656323
11.26287096,0.03958623469,0.070512743,-0.1820093514
11.27283596,0.09992862314,0.0446353054,-0.295817218
11.28280196,0.09328209311,0.006176998615,-0.2716091605
11.29276696,0.03798058927,-0.06281429887,-0.1406771381
11.30273296,0.01501389563,-0.06047541261,-0.08867200211
11.31269796,-0.004123164117,0.07790771663,-0.1458583559
11.32266396,-0.00296980083,0.2163177431,-0.2083569051
11.33262896,-0.09020294935,0.2975098407,-0.2503217871
11.34259496,-0.1714424095,0.2888536227,-0.2741924603
11.35255996,-0.2433815807,0.3367323786,-0.2498252124
11.36252496,-0.2971268481,0.3692703795,-0.17384313
11.37249096,-0.2607694459,0.4035847646,-0.05461357892
11.38245596,-0.1875991434,0.4875209606,0.04094848976
11.39242196,-0.1246649766,0.6799399638,0.09586349264
11.40238696,-0.009669832885,0.9917380607,0.08060693756
11.41235296,0.1634159365,1.324516552,-0.02333389878
11.42231796,0.3716314852,1.691137558,-0.1693267407
11.43228396,0.5597507384,2.032875738,-0.3240674557
11.44224896,0.7073294914,2.293066894,-0.4211714351
11.45221496,0.8030147901,2.513406352,-0.4095769912
11.46217996,0.9512039924,2.680720335,-0.3033783987
11.47214596,1.21744497,2.841854981,-0.1461707434
11.48211096,1.493954244,3.120681213,0.05021237969
11.49207696,1.991362554,3.325077653,0.1167887771
11.50204196,1.64885985,3.27815784,-0.7543665406
11.51200796,0.9936068308,3.315685855,-2.07240584
11.52197296,0.7040834096,3.266410199,-2.913161191
11.53193896,1.457191922,2.859404814,-3.763797167
11.54190396,3.293343352,2.718114449,-3.967601284
11.55186996,5.240600358,2.786132185,-2.999150636
11.56183496,6.500886415,2.62898651,-1.685292974
11.57180096,6.79347407,2.830352338,-0.5353383207
11.58176596,6.202729872,2.849825905,-0.3823824683
11.59173196,3.934661871,1.940023123,0.04251335084
11.60169696,0.8292793134,0.596467452,0.8749235559
11.61166296,-1.460668969,-0.6795014226,1.682714059
11.62162796,-3.821263895,-2.952624049,2.461267315
11.63159396,-5.92517424,-5.809288273,1.779753573
11.64155896,-6.821505037,-7.04664272,1.254766286
11.65152496,-6.090494907,-5.626142369,1.787329518
11.66148996,-6.087670702,-5.108526959,3.28862728
11.67145596,-7.344726173,-6.860675535,4.288764281
11.68142096,-8.599095433,-9.609694272,5.052446898
11.69138696,-9.861439126,-13.06266807,6.475061603
11.70135196,-11.39922761,-16.89147868,8.503678229
11.71131796,-12.09321843,-20.10123988,10.5660099
11.72128296,-10.812946,-21.89823426,11.19966564
11.73124896,-9.090601856,-23.19286628,10.12090347
11.74121396,-7.543312234,-24.41259079,9.051858205
11.75117996,-6.662775936,-24.7707,8.546193919
11.76114496,-6.787478335,-23.06625067,8.077392819
11.77111096,-6.053082667,-19.21259642,7.171183151
11.78107596,-4.892277921,-14.67326725,5.599184366
11.79104196,-4.499879464,-10.08715802,3.621857176
11.80100696,-5.90940313,-5.500440096,0.111891734
11.81097296,-6.70073606,-2.040363683,-6.314328661
11.82093796,-0.9086441562,0.4416401982,-7.126610411
11.83090396,2.624666002,3.187162301,-5.067960731
11.84086896,3.590850854,6.338488771,-3.312018481
11.85083496,4.445098363,8.310237132,-1.137711461
11.86079996,5.716048572,9.818284335,0.7430793679
11.87076596,6.629201224,10.22394778,2.597975802
11.88073096,7.270975826,9.08448099,4.581707447
11.89069696,8.331679457,7.849053785,8.234208126
11.90066196,11.31241633,8.680916691,12.92943342
11.91062796,14.31854825,10.57241143,15.61779606
11.92059296,14.29129087,12.94533083,10.8976055
11.93055896,12.13618377,13.84563013,4.599630917
11.94052396,10.29597613,13.77764689,0.9420595318
11.95048996,8.563466594,13.28961956,-1.681545201
11.96045496,7.749268126,13.14079623,-2.928834652
11.97041996,7.141337793,13.00112496,-3.976479111
11.98038596,6.358314925,12.62706454,-4.994704474
11.99035096,4.798713115,11.92545246,-4.87880272
12.00031696,3.466218914,11.39587949,-4.338670559
12.01028196,2.077098522,10.93173336,-4.400072756
12.02024796,-1.585566372,9.742434838,-8.03125244
12.03021296,-3.889427811,7.967623624,-10.30572577
12.04017896,-1.54776003,7.808154851,-7.449781927
12.05014396,0.7197463462,8.520733387,-5.109589983
12.06010996,1.847766924,8.934331509,-4.131526513
12.07007496,2.761313386,9.487971615,-2.981895795
12.08004096,3.105523476,9.87104727,-2.429230567
12.09000596,2.744552342,9.675003578,-2.310693034
12.09997196,2.56436776,9.714507367,-2.462131534
12.10993696,3.023454588,9.717747309,-2.490961815
12.11990296,3.63118524,9.638878895,-2.512910509
12.12986796,4.182172756,9.521784893,-2.355839678
12.13983396,4.643116075,9.266634037,-2.021499395
12.14979896,4.900257908,8.833880437,-1.725672968
12.15976496,5.064409132,8.342714322,-1.426814759
12.16972996,5.234156726,7.980346581,-1.234924344
12.17969596,5.403665754,7.771308036,-1.338325483
12.18966096,5.538853379,7.697434899,-1.499403264
12.19962696,5.635637078,7.753102731,-1.482479668
12.20959196,5.716744391,7.835755463,-1.316786825
12.21955796,5.861767033,7.912151674,-1.102798028
12.22952254,5.887166169,7.853454984,-0.93727534
12.23948854,5.971950211,7.705052651,-0.9356179467
12.24945354,6.346515244,7.322887407,-0.7675911883
12.25941954,7.062221457,6.755822094,0.1760343741
12.26938454,9.10678461,5.557462143,2.760414961
12.27935054,11.40342591,2.895579198,6.201424189
12.28931554,12.56684407,-3.599856443,8.281489881
12.29928154,-3.597115268,-21.07916331,13.06395797
12.30924654,-30.52828252,-54.02372116,29.0149927
12.31921254,-33.76060462,-59.09313083,22.71817762
12.32917754,-24.73961153,-49.14591773,15.0006552
12.33914354,-13.56213606,-33.8174185,7.551301285
12.34910854,-12.5371215,-25.42431112,6.15364776
12.35907454,-11.38641636,-18.24570084,2.105396707
12.36903954,-3.492632249,-9.68346216,-1.743932068
12.37900554,7.227663746,-3.014775274,-2.833632334
12.38897054,8.052701197,2.753977761,-3.936635891
12.39893654,-2.99444509,4.916739455,-5.027372868
12.40890154,-3.622460024,-0.165316574,-7.623262968
12.41886754,-3.13783022,-5.657291656,-10.69560057
12.42883254,-8.725737938,-10.95743304,-16.21035991
12.43879854,-15.40615258,-17.71068528,-21.09086008
12.44876354,-13.85574113,-17.31470833,-12.51401096
12.45872954,-5.819777008,-7.611228229,-8.113488266
12.46869454,-0.2062622863,-2.707445034,-4.997932137
12.47866054,5.815961115,1.357307153,-2.686545331
12.48862554,9.03127776,3.874301357,-1.812186617
12.49859154,10.28256729,5.637723364,-1.449141183
12.50855654,9.982504556,6.906269783,-1.806002017
12.51852254,9.023097505,7.156911852,-0.8674569538
12.52848754,8.256578404,7.504086188,2.789297867
12.53845254,7.751058544,8.267067139,6.215866227
12.54841854,6.841325344,8.575018938,8.816016608
12.55838354,6.877730108,8.689416788,10.65950454
12.56834954,7.076293366,8.993908789,11.22791588
12.57831454,6.829497596,8.95818581,10.74546212
12.58828054,6.481298243,8.72112273,6.617838914
12.59824554,6.050768924,8.826504759,2.706824645
12.60821154,5.043267939,9.065617872,-0.1029854013
12.61817654,3.95530839,9.045163143,-1.994705407
12.62814254,2.79776025,8.258123238,-2.834885684
12.63810754,1.740524311,7.180035251,-2.523841293
12.64807354,0.9163586801,6.221349161,-1.110878734
12.65803854,-0.1077635998,4.670738906,0.128790772
12.66800454,-0.881674751,2.919174467,0.6442035359
12.67796954,-2.515637065,0.19038885,0.8463575685
12.68793554,-5.388574675,-5.211542035,2.152056026
12.69790054,-9.663641853,-13.63225003,5.648461776
12.70786654,-11.05331218,-22.26436352,7.214351975
12.71783154,-3.020355856,-23.61306825,5.335980139
12.72779754,5.476329103,-18.9454348,-5.361555861
12.73776254,1.766365496,-9.045803998,-11.20784707
12.74772854,-0.7413146782,-2.031182969,-10.20207335
12.75769354,0.01534397095,2.502390783,-8.698119199
12.76765954,0.7099794495,4.613057293,-6.269436078
12.77762454,0.6615601185,4.724425701,-4.094911541
12.78759054,-0.4808077723,3.978203455,-2.420092538
12.79755554,-1.47327732,3.057427788,-0.8493093891
12.80752154,-1.657178976,2.385069324,0.4658312988
12.81748654,-0.9725808281,2.125292736,1.486102602
12.82745254,0.1791209731,2.05341993,1.988809513
12.83741754,0.9189779404,1.793828114,1.630372124
12.84738354,1.100759981,1.388229568,1.065475105
12.85734854,1.305327452,0.9097419709,0.9073989916
12.86731454,1.55758306,0.458100695,0.9299967259
12.87727954,1.578663442,-0.05757928669,1.119967939
12.88724554,1.521768279,-0.5425473529,1.411582763
12.89721054,1.282648149,-0.9004957688,1.676083902
12.90717654,0.8171267527,-0.9390821296,1.743567056
12.91714154,0.2059830818,-0.6683063436,1.639694924
12.92710754,-0.515403116,-0.2929817569,1.488053818
12.93707254,-1.04434429,0.06552097499,1.255517069
12.94703854,-1.155340231,0.466372751,1.043925776
12.95700354,-0.7651069987,0.861739254,1.087162866
12.96696954,-0.05937701315,1.052675403,1.268656347
12.97693454,0.3663418016,0.9247517735,1.300778611
12.98690054,0.4975799257,0.6571995574,1.174743047
12.99686554,0.3316186962,0.4053740126,1.011381782
13.00683154,0.03048855186,0.1332235461,0.8246959734
13.01679654,-0.1794621581,-0.1611299676,0.5668055503
13.02676254,-0.195593749,-0.3735470331,0.2308802336
13.03672754,-0.1651242006,-0.4921817762,-0.1103831524
13.04669354,-0.1432512286,-0.5585798335,-0.468187142
13.05665854,-0.07765102386,-0.5534950948,-0.7538148558
13.06662454,0.1118692222,-0.4984955996,-1.0000031
13.07658954,0.3587339893,-0.4475932485,-1.157043525
13.08655554,0.438619819,-0.3587605941,-1.096994959
13.09652054,0.4525861859,-0.1803070807,-0.8829133375
13.10648554,0.4466053614,-0.1312466025,-0.6688207524
13.11645154,0.4051974267,-0.1258706725,-0.4964327019
13.12641754,0.4261094087,-0.03093001664,-0.2290278357
13.13638254,0.4114027843,0.09167147756,0.1634982361
13.14634754,0.2413017261,0.1254058188,0.6054166156
13.15631354,-0.004347697198,0.06575486362,0.8739752837
13.16627854,-0.2250049514,0.01718964458,0.8367073238
13.17624454,-0.3381652388,0.08158970833,0.5413140289
13.18620954,-0.3542175999,0.1676759255,0.2860555838
13.19617554,-0.2054056692,0.1938135642,0.132980302
13.20614054,0.07075189412,0.180707615,0.04236424685
13.21610654,0.4469205263,0.1403045243,-0.01191370189
13.22607121,0.7269357902,0.06855041742,-0.0529057534
13.23603721,0.7634639311,-0.04255895913,-0.07762719646
13.24600221,0.4064911231,-0.06359373271,-0.1298274833
13.25596821,-0.05046293288,-0.0451937145,-0.2182128257
13.26593321,-0.2337474158,-0.01419060767,-0.2667729284
13.27589921,-0.2348113167,-0.03247368157,-0.1862053134
13.28586421,-0.06324173033,-0.1253514397,-0.05594396666
13.29583021,0.03225090265,-0.1713649338,-0.03478684008
13.30579521,-0.06892785519,-0.1439309675,-0.08120335355
13.31576121,-0.1646868289,-0.07461865783,-0.1390407948
13.32572621,-0.1392026165,0.02586808205,-0.02343549415
13.33569221,-0.1311232263,0.1193779242,0.1716755672
13.34565721,-0.1266843125,0.175140481,0.3142837483
13.35562321,-0.05353652179,0.2121363991,0.329438708
13.36558821,0.07883333087,0.14784217,0.2971987689
13.37555421,0.2105433252,0.01403273284,0.3190809502
13.38551921,0.2916687647,-0.04174502671,0.307098105
13.39548521,0.2890114975,-0.07235578537,0.2255053268
13.40545021,0.2243705285,-0.07227626324,0.1026478708
13.41541621,0.2603215492,-0.0423250705,0.01496404812
13.42538121,0.4568520221,-0.04159182966,-0.02215553865
13.43534721,0.670508405,0.05112396061,-0.03141358137
13.44531221,0.7416584945,0.2173848599,-0.01807622865
13.45527821,0.5184249571,0.2993061054,0.0004015575349
13.46524321,0.1106857458,0.2719469833,-0.03815498248
13.47520921,-0.2027963492,0.1514586729,-0.2132220809
13.48517421,-0.3936295876,-0.04288055599,-0.3863946815
13.49514021,-0.3874496654,-0.1847509646,-0.4293902814
13.50510521,-0.2972838458,-0.1818004596,-0.3453301245
13.51507121,-0.4400819153,-0.115520516,-0.2394228695
13.52503621,-0.5716273105,-0.06625363111,-0.1972441256
13.53500221,-0.5271738535,0.009195916057,-0.158298161
13.54496721,-0.3472050342,0.113613739,-0.05622814134
13.55493321,-0.09408111513,0.1990596861,0.05374862954
13.56489821,0.1511560795,0.2604653907,0.1476935045
13.57486421,0.3600434732,0.3168506759,0.2272725016
13.58482921,0.5095211095,0.4243324399,0.2660366178
13.59479521,0.6717906994,0.5727786273,0.2442341048
13.60476021,0.8115698513,0.6623339975,0.2092174691
13.61472621,0.8948266008,0.675138815,0.1990177323
13.62469121,0.8696157458,0.7170183277,0.1734254926
13.63465721,0.8631990114,0.7819189131,0.1615802032
13.64462221,0.9455497348,0.9378676629,0.1514855701
13.65458821,1.295737434,1.271435528,0.1396385264
13.66455321,1.808822713,1.718207828,0.1148007238
13.67451921,2.423216267,2.166006898,0.09929727003
13.68448421,2.917615015,2.640859281,0.09729357541
13.69444921,3.278544926,3.110577809,0.05010186732
13.70441521,3.349171982,3.422289952,0.09268231496
13.71438021,3.256246569,3.574099458,0.2762265605
13.72434621,3.233865474,3.61706129,0.525240764
13.73431121,3.47853929,3.419413707,0.6795022997
13.74427721,3.689585475,2.950201548,0.7585803366
13.75424221,3.540642275,2.479481392,0.8607110211
13.76420821,2.782921479,1.99566932,0.9719309101
13.77417321,1.775271975,1.584046973,0.9547131988
13.78413921,0.526849333,1.260110641,1.273822947
13.79410421,-1.39985968,0.6443649191,1.656695119
13.80407021,-3.095680566,-0.177967025,1.988618163
13.81403521,-3.844535521,-0.7889940441,1.850913311
13.82400121,-3.918127407,-1.018148764,1.037049889
13.83396621,-4.380700053,-1.106099074,0.4647530723
13.84393221,-5.385206094,-1.390912271,0.2519144225
13.85389721,-6.630329736,-2.195002071,0.1320242822
13.86386321,-7.873839548,-3.816431463,0.01327317953
13.87382821,-9.956042397,-6.714525549,0.2689084777
13.88379421,-13.12394923,-11.226633,1.130220885
13.89375921,-17.26488889,-17.82976968,2.709748545
13.90372521,-21.37426293,-25.36736392,4.641219823
13.91369021,-19.10930886,-29.14032192,6.697359293
13.92365621,-13.15485761,-29.57482852,6.697318947
13.93362121,-9.128151505,-29.52887174,4.993402884
13.94358721,-7.508309047,-27.84976424,2.101843647
13.95355221,-9.470611231,-25.06079674,-3.674482117
13.96351821,-7.483917972,-19.19807661,-7.90121972
13.97348321,-3.510930233,-13.95044849,-8.310946984
13.98344921,-3.165703019,-9.244544426,-5.79595896
13.99341421,-2.473151196,-4.647356476,-2.666285899
14.00338021,-1.251447406,-1.047183698,0.07544194579
14.01334521,0.9208043182,0.9054243869,2.337154316
14.02331121,2.818798532,2.491709674,5.881711886
14.03327621,3.684649841,4.321177152,10.90626523
14.04324221,4.875161074,6.368499021,15.20550772
14.05320721,6.302807892,7.404039159,16.1515112
14.06317321,10.12824056,7.627979917,19.64168381
14.07313821,12.78062061,8.730415125,21.98719614
14.08310421,12.59890084,10.24919255,17.05141874
14.09306921,9.280674956,11.62471612,10.33396198
14.10303521,7.215426693,13.2310328,5.907308072
14.11300021,7.044099766,14.69050017,1.916499628
14.12296621,6.312471001,16.09667601,-1.682135331
14.13293121,5.109015786,16.62742543,-3.558343551
14.14289721,4.324658584,16.03967267,-4.580347384
14.15286221,3.687306231,14.73001448,-5.203248929
14.16282821,3.546630993,12.90984291,-5.173493618
14.17279321,3.861900582,11.89709814,-4.675014683
14.18275921,3.89578315,11.03608979,-4.36469944
14.19272421,4.702699787,9.611215133,-11.30499037
14.20269021,4.872168176,7.139843829,-20.28204047
14.21265521,4.76855113,7.38325757,-12.92918666
14.22262021,4.299839492,8.857399693,-7.616481952
14.23258642,3.121867613,9.296647795,-5.069762843
14.24255142,2.304441775,8.945728902,-3.438325941
14.25251742,2.043729632,9.310074171,-2.645710716
14.26248242,2.419005395,10.15374261,-2.332504025
14.27244842,2.758094201,10.86048036,-2.540923934
14.28241342,2.865019018,11.45705657,-2.411298764
14.29237942,2.717685556,11.70857455,-1.984223688
14.30234442,2.375043688,11.43635509,-1.688706286
14.31231042,1.9600168,10.7721301,-1.72013624
14.32227542,1.906648678,9.99635778,-1.762176697
14.33224142,2.548060753,9.303145806,-1.672208221
14.34220642,3.40005416,8.911770027,-1.408160387
14.35217242,4.130427821,8.760076881,-0.8348291981
14.36213742,4.594564012,8.587467075,0.06371425845
14.37210342,4.969848545,8.379279885,1.552845061
14.38206842,5.313922103,8.281589869,4.212015483
14.39203442,6.457356234,8.182512308,8.284649717
14.40199942,8.4518795,7.937145597,12.68831763
14.41196542,9.616289932,7.25298219,13.42380498
14.42193042,8.550012735,5.758457258,10.19410827
14.43189642,8.13779748,3.154858773,7.834604146
14.44186142,7.452836512,-1.177994683,8.42741241
14.45182742,1.594195693,-10.69533394,9.870443838
14.46179242,-21.8879151,-42.08801034,23.88670624
14.47175842,-40.73612941,-70.7036195,24.47387662
14.48172342,-20.77898129,-55.32578382,24.70893937
14.49168942,-14.11911961,-40.04654154,16.98333142
14.50165442,-12.46687656,-30.55174388,8.14871774
14.51162042,-6.746991629,-22.65406875,1.654123221
14.52158542,4.40761274,-14.4513163,-0.1496472055
14.53155142,11.8938237,-3.263615815,1.362297459
14.54151642,10.64310661,2.814790558,-5.38817531
14.55148242,8.110733643,0.1319833517,-12.72106204
14.56144742,4.273025623,-3.809301953,-15.58215261
14.57141342,-3.175734795,-8.01096728,-19.04866037
14.58137842,-3.896963118,-9.304576035,-23.48785597
14.59134442,-3.495308227,-13.2630311,-27.11299168
14.60130942,-7.895565462,-15.06179368,-25.66276058
14.61127542,-5.408414862,-9.568853225,-17.579151
14.62124042,2.598480124,-2.765835915,-15.18155986
14.63120642,7.497144374,0.5916230339,-9.017593521
14.64117142,9.515782142,2.902685319,-4.137454128
14.65113742,8.860254303,4.384990155,-2.148854091
14.66110242,7.846079307,6.090774989,0.8510733479
14.67106842,6.414632968,8.158487853,2.901489564
14.68103342,4.055398689,7.133559827,2.8960575
14.69099942,4.351038005,5.649595551,8.311559772
14.70096442,6.774624401,5.437914065,15.90385939
14.71093042,6.7963088,5.589522427,19.21626964
14.72089542,6.161294163,5.230185882,17.73994241
14.73086142,6.036768351,4.239015586,11.14283071
14.74082642,5.740376498,3.072038811,4.97183426
14.75079242,4.63101,2.570880389,0.8581391233
14.76075742,3.021777899,3.231826842,-0.216623991
14.77072342,0.8816230032,3.770975209,1.06796463
14.78068842,-1.413105378,4.002786904,2.469789047
14.79065442,-2.528186359,3.789857622,3.799258191
14.80061942,-2.748582535,3.087680697,4.037156838
14.81058542,-2.371797607,2.262033967,2.508245015
14.82055042,-2.179872693,1.2730593,0.5307196051
14.83051642,-2.008639614,0.2987962282,-0.1562083662
14.84048142,-1.470302549,-0.6199025077,0.1785581785
14.85044642,-1.863224623,-2.262094778,0.4754971848
14.86041242,-2.435743634,-4.682085428,1.253160641
14.87037742,-2.996121779,-7.455887589,0.9499963962
14.88034342,-2.470124093,-9.846184909,-7.301337494
14.89030842,-2.579679572,-7.122430236,-13.02999617
14.90027442,-0.7460161319,-3.776692032,-10.57459361
14.91023942,1.22837137,-0.5537243056,-8.552227076
14.92020542,2.716991491,1.75265319,-5.442438056
14.93017042,3.549868596,2.615401089,-2.872735296
14.94013642,3.455696849,3.049808282,-1.204277333
14.95010142,2.703986991,2.72337168,0.08619088233
14.96006742,1.643145074,1.45679168,0.9619236928
14.97003242,0.5617133564,0.1646049678,1.63224791
14.97999842,-0.2828763065,-0.6702452803,2.440327851
14.98996342,-1.085888173,-1.058441343,3.347102945
14.99992942,-1.57546443,-0.9508122289,3.957099684
15.00989442,-1.113554566,-0.3098737782,3.871796994
15.01986042,0.4525923255,0.07708969116,2.758257923
15.02982542,0.8551854023,0.8039670092,1.455270234
15.03979142,0.5210120577,1.354189417,0.8166696467
15.04975642,0.127218748,0.9196705431,0.4597443473
15.05972242,-0.552496098,-0.235083797,0.1739738884
15.06968742,-1.41237126,-1.535748387,0.1071274227
15.07965342,-1.933060551,-2.192195408,-0.2868838419
15.08961842,-1.846206302,-2.010836413,-1.390277117
15.09958442,-1.148155757,-1.200029916,-2.507957917
15.10954942,0.2842109334,-0.3347583586,-2.661425108
15.11951542,1.490285701,-0.03134283006,-1.801101465
15.12948042,2.234718406,-0.1959507215,-0.9059890817
15.13944642,2.832052708,-0.3754105407,-0.2419180226
15.14941142,2.834166184,-0.5932017821,0.1469652338
15.15937742,2.096080339,-0.8552786654,0.09708534144
15.16934242,1.217778554,-0.9370332652,0.1432328099
15.17930842,0.3419486797,-0.6552249527,0.7113973993
15.18927342,-0.3225979042,-0.4031777984,1.320810587
15.19923942,-0.798256326,-0.113162334,1.896787056
15.20920442,-1.020310188,0.3455423784,2.329673388
15.21917042,-0.8177597138,0.8541595083,2.382956579
15.22913579,-0.3917128703,1.276126165,2.093425995
15.23910179,0.05549183071,1.497412287,1.530437507
15.24906679,0.4454496592,1.284464294,0.8174021566
15.25903279,0.4825414717,0.4735683346,0.3723793441
15.26899779,0.2866439599,-0.389345625,0.1278967327
15.27896379,0.1287796623,-0.9654770458,-0.2320246799
15.28892879,0.1477758041,-1.10469925,-0.8028829354
15.29889479,0.05569823742,-0.7775685847,-1.436363263
15.30885979,-0.4265111125,-0.2528990936,-1.693723197
15.31882579,-0.6115760726,0.1294135004,-1.511547931
15.32879079,-0.4725383475,0.2569360113,-1.084583659
15.33875679,-0.2368619353,-0.1992374414,-0.6112591535
15.34872179,-0.1947605208,-0.5065179795,-0.161832876
15.35868779,0.1317898089,-0.3544424254,-0.06525609612
15.36865279,0.5405654392,-0.1087447625,-0.1839312581
15.37861879,0.4862576696,-0.1717140126,-0.2098378587
15.38858379,0.2660211226,0.009290056229,-0.1933089495
15.39854979,0.2336722791,-0.0978818053,-0.163630237
15.40851479,-0.08416540682,-0.109938764,-0.1394696881
15.41848079,-0.3585193965,-0.1125752735,-0.03692633629
15.42844579,-0.5683151552,-0.08078454673,0.09674744546
15.43841179,-0.5828817388,0.01788546324,0.2317369969
15.44837679,-0.2916623327,0.2042999607,0.2356256877
15.45834279,0.01192510396,0.3810735691,0.1544812448
15.46830779,0.0562657097,0.4118556511,0.1607598388
15.47827379,0.04458852768,0.2274128348,0.213510641
15.48823879,-0.04707447141,-0.01453208506,0.3223948596
15.49820479,-0.1079925182,-0.1549664176,0.3759962855
15.50816979,-0.1035366476,-0.2557045877,0.3651214877
15.51813579,-0.1209835696,-0.270580489,0.298126722
15.52810079,-0.1735398057,-0.1349467206,0.179410264
15.53806679,-0.1575111258,0.04225958169,0.06011522412
15.54803179,-0.08165227354,0.2796530288,-0.04399971306
15.55799779,0.01616550475,0.5696924669,-0.07405571714
15.56796279,0.06387995392,0.8595944953,0.00447531268
15.57792879,0.1618635008,1.058084078,0.2116795854
15.58789379,0.3600224233,1.199751588,0.4108696644
15.59785979,0.5506954479,1.351378661,0.5342619945
15.60782479,0.6535146421,1.55995469,0.5877046685
15.61778979,0.676604712,1.830000744,0.588459544
15.62775579,0.7636893412,2.108876093,0.5458099531
15.63772079,0.9235080707,2.323414528,0.5225019282
15.64768679,1.097031504,2.500948275,0.5269409882
15.65765179,1.34614131,2.635427803,0.518595842
15.66761779,1.63247449,2.686041301,0.4866491407
15.67758279,1.775525452,2.64042074,0.6121618174
15.68754879,1.687430716,2.434993436,0.8822745292
15.69751379,1.622730398,2.414778442,1.155771025
15.70747979,2.059485832,2.599153431,1.242446787
15.71744479,2.71060867,2.797260021,1.109104543
15.72741079,3.249432516,2.896690169,1.036673328
15.73737579,3.230420879,2.801705074,0.980206182
15.74734179,2.680552813,2.327729189,1.132550416
15.75730679,2.113957616,1.808587071,1.221966622
15.76727279,1.91323849,1.322878747,0.4834705943
15.77723779,2.103294341,0.6166818613,-0.3913611603
15.78720379,2.550723575,-0.2435780472,-0.8196726304
15.79716879,2.825757304,-1.020767732,-1.22718497
15.80713479,2.628485696,-1.756579596,-1.63803987
15.81709979,1.874250133,-2.53176661,-1.781764723
15.82706579,0.7141903219,-3.333409935,-1.3358391
15.83703079,-0.4690045828,-4.209106493,-0.7765140393
15.84699679,-1.134227982,-5.013904392,-0.1055448738
15.85696179,-1.768148604,-5.273412593,0.4655570644
15.86692779,-3.501977561,-5.234570124,0.5237652192
15.87689279,-6.209336057,-5.656117535,0.4742074353
15.88685879,-8.16762939,-7.165679167,0.5080867875
15.89682379,-9.97344605,-9.8839626,0.6688761547
15.90678979,-11.58848794,-14.00379614,0.8909893656
15.91675479,-12.73811369,-20.60597621,1.319437953
15.92672079,-13.51843397,-28.24465946,2.675200564
15.93668579,-12.33705434,-34.43549726,4.807469905
15.94665179,-12.02904875,-36.85241345,7.065844392
15.95661679,-10.28786253,-32.32471556,7.002495657
15.96658279,-7.098136225,-24.40649097,3.645890402
15.97654779,-5.618160335,-15.88423263,2.311662502
15.98651379,-3.909843657,-9.704810929,2.608383553
15.99647879,-2.447452683,-5.807375649,4.114236004
16.00644479,-2.211859009,-3.245096514,6.58818476
16.01640979,-1.588887006,-0.8512318075,9.092216856
16.02637579,-0.883268702,1.420183432,10.56192621
16.03634079,0.7762108612,3.059134006,10.60840572
16.04630679,3.103119101,3.961682147,10.50539299
16.05627179,6.884668999,4.928096502,7.794326186
16.06623779,9.428584954,5.879964738,4.455245036
16.07620279,11.51901484,6.440647815,2.983787954
16.08616879,14.81459796,5.358845676,3.970658793
16.09613379,20.02520269,4.874992089,7.23802969
16.10609979,22.69727031,7.346182129,9.930349731
16.11606479,19.54551583,8.685004479,9.397920985
16.12603079,13.99650584,9.824168973,5.494802211
16.13599579,10.55140823,10.18251441,1.626019456
16.14596179,6.944244525,13.10507442,-0.6238236505
16.15592679,4.336797404,16.10654377,-0.8258700943
16.16589279,3.267093154,13.74792433,-2.32129959
16.17585779,1.920957399,11.3836705,-6.635251923
16.18582379,-4.951598216,10.1942755,-16.57459233
16.19578879,-2.197758449,9.473805565,-14.80081608
16.20575479,3.531802746,9.971497757,-7.685711231
16.21571979,4.48763481,10.48811563,-6.638856146
16.22568579,4.384466829,10.57407204,-6.46641474
16.23565067,4.128917485,10.3858221,-5.23254114
16.24561667,3.878863354,10.40700306,-4.015694048
16.25558167,3.899746977,10.59590788,-3.42481361
16.26554767,3.127287105,10.01238851,-2.485068699
16.27551267,2.931367666,9.918124373,-2.04647987
16.28547867,2.69623446,9.84878809,-1.837344554
16.29544367,2.061634684,9.950529642,-1.395343291
